word,chars,log_freq,gpt2S_surp,gpt2B_surp,gpt2L_surp,mean_RT
throat-clear,12,4.25,-40.43948745727539,-39.64352798461914,-22.49980354309082,339.6901408450704
"throat-clearing,",16,3.85,-46.34220886230469,-40.94886016845703,-17.551645278930664,523.8356164383562
through.,8,5.87,-12.211381912231445,-9.91479778289795,-9.02396011352539,334.4
thumbs,6,3.69,-39.7866325378418,-34.499027252197266,-20.879384994506836,354.1095890410959
thunder,7,4.14,-26.441396713256836,-29.01177215576172,-27.288721084594727,325.1058823529412
"tics,",5,2.64,-10.81413745880127,-7.527406692504883,-5.857500076293945,340.0416666666667
tics.,5,2.64,-10.711800575256348,-7.918112754821777,-6.328855991363525,346.2464788732394
till,4,4.79,-25.927854537963867,-23.33468246459961,-20.33225440979004,308.01149425287355
"time,",5,6.29,-11.647025108337402,-8.354351997375488,-9.096817016601562,314.09722222222223
time.,5,6.29,-11.383382797241211,-8.701894760131836,-9.29541015625,337.35
tired,5,4.71,-33.2930908203125,-29.195003509521484,-21.238162994384766,360.6641791044776
"tired,",6,4.71,-30.650829315185547,-28.142728805541992,-21.73505401611328,317.3255813953488
tiring.,7,3.37,-31.788002014160156,-29.352249145507812,-23.006492614746094,437.890243902439
titles.,7,4.41,-33.36804962158203,-27.350540161132812,-19.187843322753906,370.2692307692308
to.,3,7.43,-11.985965728759766,-9.37231159210205,-12.96761703491211,396.09859154929575
"today,",6,5.55,-11.16656494140625,-7.198247909545898,-5.712192058563232,355.3066666666667
today.,6,5.55,-10.850298881530762,-6.785407066345215,-5.208710670471191,326.3076923076923
"together,",9,5.46,-11.848536491394043,-7.150922775268555,-6.245998382568359,358.87640449438203
tolerate,8,3.84,-32.60164260864258,-27.57097625732422,-20.418869018554688,334.6835443037975
"tomography,",11,3.03,-32.86488342285156,-26.60365104675293,-19.374778747558594,438.3611111111111
tongue,6,4.37,-33.728065490722656,-18.350173950195312,-14.138547897338867,308.20392156862744
"tongue,",7,4.37,-34.79689407348633,-21.841175079345703,-17.353660583496094,389.4470588235294
tongue?',8,4.37,-51.530738830566406,-36.53258514404297,-28.84316062927246,342.7921568627451
"tonight,",8,5.03,-30.630645751953125,-27.405553817749023,-23.755266189575195,404.73333333333335
"too,",4,5.95,-12.26528263092041,-8.313093185424805,-9.183454513549805,370.25714285714287
too.,4,5.95,-11.272758483886719,-7.050328254699707,-8.577033996582031,402.6931818181818
took,4,5.51,-32.51176834106445,-25.293027877807617,-18.504398345947266,329.5367231638418
touched,7,4.3,-41.868019104003906,-31.81093406677246,-23.37978172302246,310.7977528089888
touching,8,4.22,-21.17047882080078,-16.81043243408203,-8.139841079711914,389.01408450704224
toward,6,4.72,-40.17609786987305,-32.81583023071289,-23.556859970092773,298.7083333333333
towards,7,5.06,-29.081972122192383,-18.324378967285156,-15.499091148376465,317.0158102766798
"town,",5,5.24,-11.523985862731934,-7.459352493286133,-6.824247360229492,310.8690476190476
trade.,6,5.12,-11.094338417053223,-8.207768440246582,-7.876239776611328,379.9013157894737
traders,7,3.95,-37.01164627075195,-27.17725372314453,-17.676170349121094,345.5
transformed,11,4.08,-32.63137435913086,-25.82059097290039,-17.452810287475586,394.40287769784175
transient,9,3.37,-35.72239303588867,-24.15225601196289,-14.839463233947754,372.4109589041096
transported,11,3.88,-33.69388961791992,-24.81792449951172,-17.9984073638916,327.9230769230769
treatments,10,4.09,-35.980979919433594,-25.481962203979492,-17.70163345336914,359.8611111111111
"trees,",6,4.69,-31.38202667236328,-28.04178810119629,-21.2840576171875,317.7294117647059
tremendous,10,4.07,-29.58477210998535,-20.570276260375977,-15.07058334350586,363.0
tricked,7,3.42,-36.905540466308594,-25.442480087280273,-18.07000160217285,377.0113636363636
tricky,6,3.96,-34.63376235961914,-25.519153594970703,-19.22073745727539,350.04046242774564
tried,5,5.16,-38.36939239501953,-27.26374626159668,-19.82356071472168,323.7826086956522
trouble,7,4.79,-29.301115036010742,-22.476062774658203,-16.073333740234375,331.820987654321
trunk,5,4.03,-28.947206497192383,-20.685434341430664,-14.54938793182373,355.59722222222223
trying,6,5.47,-37.742759704589844,-28.39031219482422,-20.082429885864258,298.32911392405066
tulip,5,3.18,-29.56529426574707,-23.281723022460938,-21.310590744018555,373.4424320827943
"tulip,",6,3.18,-33.576316833496094,-27.488662719726562,-24.415742874145508,465.2564102564103
tulip-specific,14,3.17,-49.864501953125,-42.73774337768555,-39.16939926147461,452.7875
tulips,6,2.95,-36.65912628173828,-30.721956253051758,-23.35125160217285,363.4884318766067
tumbling,8,3.24,-39.90693283081055,-31.203937530517578,-27.42057228088379,351.7608695652174
tusks,5,2.8,-33.68065643310547,-21.376392364501953,-26.5915584564209,328.23809523809524
twelve,6,4.35,-41.21324157714844,-29.853458404541016,-8.649588584899902,326.4025974025974
twin,4,4.34,-18.405651092529297,-16.844453811645508,-10.644408226013184,326.1159420289855
twist,5,4.22,-23.643054962158203,-19.752243041992188,-14.499937057495117,351.3521126760563
twisting.,9,3.47,-30.745952606201172,-28.427780151367188,-22.441787719726562,397.68055555555554
"type,",5,5.27,-11.797866821289062,-8.762431144714355,-10.819963455200195,321.7916666666667
"ugly,",5,4.42,-24.364683151245117,-19.816843032836914,-14.645421981811523,376.42105263157896
ultimately,10,4.57,-40.555458068847656,-32.61220932006836,-18.87542724609375,355.97435897435895
umbrellas.,10,3.11,-35.470767974853516,-36.462928771972656,-20.173566818237305,332.31868131868134
unable,6,4.61,-24.862964630126953,-21.05780601501465,-13.498994827270508,350.89772727272725
"unassuming,",11,2.82,-30.2773380279541,-29.67827796936035,-26.153993606567383,529.1075268817204
uncommon,8,3.87,-27.161489486694336,-29.58757781982422,-22.84075164794922,335.18918918918916
underbrush.,11,2.2,-29.082624435424805,-29.42262840270996,-25.013729095458984,317.7362637362637
understand.,11,5.37,-28.47562026977539,-29.825468063354492,-18.980140686035156,400.1842105263158
understanding,13,4.82,-30.067230224609375,-25.959718704223633,-14.38739013671875,338.4428571428571
understood,10,4.58,-35.59901809692383,-31.460115432739258,-14.671615600585938,345.914847161572
"understood,",11,4.58,-32.007450103759766,-28.698455810546875,-16.700681686401367,337.4177215189873
unembellished,13,1.33,-39.25524139404297,-33.65021896362305,-27.47447395324707,544.8510638297872
unfair,6,4.17,-28.629467010498047,-28.247589111328125,-17.723859786987305,343.4651162790698
unfamiliar,10,3.62,-32.12953186035156,-26.029747009277344,-15.562676429748535,349.4583333333333
unlike,6,4.57,-23.96284294128418,-22.913347244262695,-18.303621292114258,312.8378378378378
unsuccessful.,13,3.73,-29.578018188476562,-32.291221618652344,-27.711957931518555,357.6578947368421
"unwillingly,",12,2.56,-35.08436965942383,-26.14806365966797,-26.587364196777344,455.37931034482756
"up,",3,6.39,-12.803922653198242,-8.71511173248291,-8.767452239990234,337.8773006134969
"up,'",4,6.39,-31.069835662841797,-26.88892936706543,-26.30801773071289,360.575
up.,3,6.39,-12.122579574584961,-8.474721908569336,-8.661356925964355,347.67484662576686
up.',4,6.39,-29.157695770263672,-25.15814971923828,-25.314451217651367,297.1951219512195
uprooted,8,2.84,-30.64051055908203,-27.905778884887695,-34.062503814697266,362.46153846153845
upset,5,4.61,-23.788251876831055,-23.14852523803711,-21.28780174255371,329.87005649717514
upwards,7,3.75,-36.02710723876953,-29.04882049560547,-31.149524688720703,306.02197802197804
us.,3,6.04,-11.45661735534668,-8.645395278930664,-8.65314769744873,331.7096774193548
us.',4,6.04,-28.410253524780273,-24.92361068725586,-24.70103645324707,348.25882352941176
"vacuum,",7,4.09,-35.43345642089844,-25.08896827697754,-19.125171661376953,342.95
valley,6,4.72,-26.4953670501709,-23.842029571533203,-16.700929641723633,334.9351145038168
values.,7,4.67,-10.585172653198242,-7.22258996963501,-7.565577030181885,867.6417910447761
vapor,5,3.56,-40.501121520996094,-32.39754104614258,-26.787540435791016,373.0871934604905
varieties,9,3.95,-40.39601516723633,-33.61880874633789,-27.57720375061035,356.77120822622106
varieties.,10,3.95,-34.91682052612305,-30.52098274230957,-25.84503173828125,463.92
variety,7,4.75,-40.28036880493164,-29.334089279174805,-20.97071075439453,312.5211267605634
various,7,5.12,-33.250892639160156,-26.91925048828125,-17.479345321655273,342.2027972027972
varying,7,3.97,-35.99372482299805,-23.445907592773438,-15.958627700805664,326.6111111111111
verifying,9,3.09,-36.641944885253906,-28.344009399414062,-18.769582748413086,332.4366197183099
vicinity,8,3.8,-34.79304885864258,-26.24917984008789,-22.497051239013672,320.72857142857146
"vicinity,",9,3.8,-31.211755752563477,-24.652862548828125,-21.66131019592285,347.2972972972973
victor.,7,4.18,-20.87993049621582,-19.151355743408203,-10.960948944091797,311.8941176470588
victory,7,4.73,-26.710649490356445,-20.0482177734375,-2.821929931640625,346.52272727272725
victory.,8,4.73,-23.564395904541016,-21.219829559326172,-7.325636863708496,317.0843373493976
view.,5,5.19,-11.777559280395508,-8.701607704162598,-7.884986877441406,402.76
virus,5,4.42,-39.361183166503906,-29.62055778503418,-19.02788734436035,401.8987341772152
virus'.,7,4.42,-49.20645523071289,-40.12150573730469,-29.158859252929688,419.45454545454544
"virus,",6,4.42,-34.95595169067383,-27.42398452758789,-20.542984008789062,387.92105263157896
virus.,6,4.42,-32.93880081176758,-27.443086624145508,-19.43963050842285,419.54545454545456
visit,5,5.04,-20.480316162109375,-18.067949295043945,-12.512359619140625,314.7118644067797
visited,7,4.5,-34.87855911254883,-23.725414276123047,-10.975016593933105,331.5753424657534
visiting,8,4.44,-32.117347717285156,-23.26336097717285,-15.377163887023926,319.4418604651163
vivid,5,3.75,-38.87588882446289,-31.616954803466797,-24.460046768188477,384.5128205128205
vocal,5,4.16,-35.32354736328125,-27.345136642456055,-20.896997451782227,349.35087719298247
"vocalizations,",14,2.32,-36.660194396972656,-29.46845054626465,-29.314701080322266,382.34722222222223
"voice,",6,5.07,-12.020310401916504,-8.119766235351562,-9.78756046295166,361.1931818181818
"voice,'",7,5.07,-30.48030662536621,-26.105375289916992,-24.481163024902344,319.5
voices,6,4.35,-33.38170623779297,-27.031160354614258,-12.190770149230957,332.7956989247312
voided,6,2.72,-37.43397903442383,-28.775630950927734,-22.03212547302246,313.43243243243245
voluntary,9,4.01,-41.082237243652344,-27.038434982299805,-4.241304874420166,325.22857142857146
waited,6,4.26,-35.63936996459961,-25.699047088623047,-16.425312042236328,297.29411764705884
walked,6,4.67,-20.38972282409668,-16.968591690063477,-10.304758071899414,311.4297994269341
"wall,",5,5.04,-11.974349975585938,-8.23230266571045,-7.451852798461914,323.71666666666664
wall.,5,5.04,-11.459942817687988,-8.362239837646484,-7.800135612487793,341.43939393939394
wallowed,8,1.84,-32.08552169799805,-29.37186622619629,-22.375415802001953,396.3720930232558
wanted,6,5.36,-36.83829116821289,-26.906578063964844,-18.478586196899414,322.5632183908046
"warm,",5,4.71,-11.820757865905762,-8.765426635742188,-8.645797729492188,327.5274725274725
"was,",4,6.82,-12.818548202514648,-9.522991180419922,-11.264535903930664,323.764
was.,4,6.82,-12.785829544067383,-10.160026550292969,-12.960083961486816,279.47297297297297
was.',5,6.82,-29.45138168334961,-26.22150993347168,-30.24535369873047,396.96
wasn't,6,5.28,-23.26032257080078,-14.359114646911621,-9.10913372039795,301.0830188679245
"wasn't,",7,5.28,-29.132932662963867,-22.241430282592773,-18.330286026000977,370.7432432432432
waste,5,4.81,-39.84666442871094,-30.12469482421875,-19.262521743774414,319.8
"water,",6,5.52,-11.666747093200684,-8.139874458312988,-7.245184421539307,342.5655430711611
"waves,",6,4.37,-11.253129005432129,-7.5613203048706055,-6.450260162353516,395.6373626373626
wavy,4,3.24,-36.306053161621094,-28.223012924194336,-21.492515563964844,403.5806451612903
way.,4,6.01,-11.815874099731445,-8.393310546875,-7.698248863220215,378.6304347826087
way?,4,6.01,-20.000850677490234,-17.588476181030273,-16.344383239746094,332.4597701149425
wearisome,9,1.98,-32.04985809326172,-34.449790954589844,-35.332923889160156,366.0919540229885
weed.,5,4.27,-11.266828536987305,-8.365742683410645,-8.360025405883789,324.9390243902439
"week,",5,5.56,-11.60464859008789,-7.846518516540527,-8.232108116149902,345.9342105263158
"weekend,",8,4.93,-24.841787338256836,-25.176740646362305,-17.750656127929688,376.8285714285714
weeks,5,5.19,-36.41508483886719,-27.78521156311035,-12.99120044708252,336.1385542168675
well.,5,6.03,-11.527637481689453,-7.620174884796143,-8.063085556030273,445.2093023255814
"went,",5,5.5,-12.6299409866333,-8.534228324890137,-11.0502347946167,298.54945054945057
wet,3,4.54,-24.181316375732422,-20.689908981323242,-18.454286575317383,322.6480446927374
wheat,5,4.01,-20.86147117614746,-17.77007484436035,-7.095851898193359,339.2608695652174
wheel?,6,4.5,-19.884994506835938,-17.344892501831055,-19.996654510498047,365.70652173913044
"while,",6,5.86,-12.717681884765625,-10.240106582641602,-10.197304725646973,321.7912087912088
whined,6,2.58,-32.19199752807617,-26.394622802734375,-22.26299476623535,363.93975903614455
whirled,7,2.22,-42.4586067199707,-29.359460830688477,-14.2443265914917,323.032967032967
whispered,9,3.44,-36.390724182128906,-17.683141708374023,-14.652445793151855,343.3510638297872
"white,",6,5.51,-11.233488082885742,-8.243767738342285,-9.038261413574219,476.4175824175824
whizzing,8,2.48,-36.30315017700195,-25.33086395263672,-19.246559143066406,330.8333333333333
whoever,7,4.42,-28.944541931152344,-26.84455108642578,-20.631704330444336,325.0869565217391
whole,5,5.46,-30.638673782348633,-21.77289581298828,-7.7934675216674805,317.66262626262625
"why,",4,5.93,-12.200275421142578,-8.646086692810059,-9.324687004089355,332.1208791208791
widely,6,4.54,-23.601728439331055,-19.391420364379883,-15.065327644348145,341.527397260274
wider,5,4.24,-34.859153747558594,-26.865081787109375,-26.046340942382812,305.7191011235955
wildflowers,11,2.79,-22.529369354248047,-17.53445053100586,-13.185907363891602,331.0
willing,7,4.72,-34.381202697753906,-27.426862716674805,-16.07949447631836,328.6794871794872
"window,",7,4.8,-12.6707181930542,-9.138689041137695,-16.603784561157227,326.6043956043956
"wings,",6,4.44,-11.987735748291016,-8.261099815368652,-6.957005023956299,366.9054054054054
wings.,6,4.44,-11.665217399597168,-8.113783836364746,-7.50331974029541,326.47945205479454
wiped,5,3.86,-41.149658203125,-31.38414764404297,-23.368488311767578,307.5978260869565
wished,6,4.0,-36.02120590209961,-28.030271530151367,-21.199596405029297,344.45868945868943
"with,",5,6.85,-13.534530639648438,-10.808863639831543,-13.636479377746582,335.3780487804878
with.,5,6.85,-13.00759220123291,-11.688386917114258,-14.015116691589355,352.2700729927007
witness,7,4.52,-38.514949798583984,-30.105146408081055,-16.873516082763672,353.7083333333333
witnesses,9,4.29,-31.936338424682617,-26.806739807128906,-14.97883129119873,328.1118881118881
witnesses.,10,4.29,-32.644752502441406,-28.53923225402832,-18.658775329589844,374.27777777777777
woes,4,3.37,-34.99240493774414,-26.856672286987305,-27.589908599853516,324.92857142857144
wondered,8,4.2,-38.68305969238281,-25.724525451660156,-17.349042892456055,320.0125786163522
wonderful,9,4.85,-35.58174514770508,-24.60237693786621,-16.772430419921875,322.8864864864865
wondering,9,4.53,-35.32381820678711,-21.73123550415039,-17.032474517822266,363.0
woods.,6,4.45,-11.704408645629883,-8.251778602600098,-7.29529333114624,404.28735632183907
wool,4,3.91,-33.513221740722656,-26.17554473876953,-18.5036563873291,426.8720930232558
"words,",6,5.25,-11.253232955932617,-7.522696018218994,-7.166207313537598,388.80555555555554
world.,6,5.89,-11.4881591796875,-8.054535865783691,-6.996148109436035,524.7258064516129
"worn,",5,4.26,-11.997956275939941,-8.47739315032959,-8.590622901916504,382.7567567567568
worried,7,4.63,-29.99317169189453,-16.477571487426758,-16.204391479492188,306.43225806451613
worry.,6,4.84,-31.89637565612793,-29.836044311523438,-23.84601402282715,339.3614457831325
worse,5,4.89,-38.396427154541016,-29.687204360961914,-18.04026985168457,347.3128834355828
"worse,",6,4.89,-34.53464126586914,-26.713478088378906,-17.523591995239258,364.8255813953488
worsen,6,3.06,-32.60869598388672,-23.190715789794922,-22.121015548706055,343.4507042253521
wouldn't,8,5.18,-17.52811050415039,-14.929549217224121,-6.864372253417969,325.03614457831327
wrapped,7,4.15,-32.96479797363281,-20.583642959594727,-1.2741283178329468,380.48936170212767
wrote.,6,5.04,-12.117566108703613,-9.88221549987793,-7.081480503082275,389.2987012987013
x-ray,5,4.57,-31.894180297851562,-18.849994659423828,-19.840667724609375,444.02127659574467
